fips	county	state	medvalue
47159	"Smith County, Tennessee"	tn	113800
47161	"Stewart County, Tennessee"	tn	118900
47163	"Sullivan County, Tennessee"	tn	121700
47165	"Sumner County, Tennessee"	tn	176600
47167	"Tipton County, Tennessee"	tn	139100
47169	"Trousdale County, Tennessee"	tn	115500
47171	"Unicoi County, Tennessee"	tn	115900
47173	"Union County, Tennessee"	tn	95800
47175	"Van Buren County, Tennessee"	tn	77400
47177	"Warren County, Tennessee"	tn	92400
47179	"Washington County, Tennessee"	tn	145300
47181	"Wayne County, Tennessee"	tn	74700
47183	"Weakley County, Tennessee"	tn	88400
47185	"White County, Tennessee"	tn	98000
47187	"Williamson County, Tennessee"	tn	334900
47189	"Wilson County, Tennessee"	tn	190100
48001	"Anderson County, Texas"	tx	82000
48003	"Andrews County, Texas"	tx	88600
48005	"Angelina County, Texas"	tx	84800
48007	"Aransas County, Texas"	tx	130900
48009	"Archer County, Texas"	tx	100300
48011	"Armstrong County, Texas"	tx	94100
48013	"Atascosa County, Texas"	tx	82900
48015	"Austin County, Texas"	tx	150000
48017	"Bailey County, Texas"	tx	56500
48019	"Bandera County, Texas"	tx	143600
48021	"Bastrop County, Texas"	tx	117700
48023	"Baylor County, Texas"	tx	72800
48025	"Bee County, Texas"	tx	73000
48027	"Bell County, Texas"	tx	122600
48029	"Bexar County, Texas"	tx	123700
48031	"Blanco County, Texas"	tx	162500
48033	"Borden County, Texas"	tx	100000
48035	"Bosque County, Texas"	tx	90800
48037	"Bowie County, Texas"	tx	95100
48039	"Brazoria County, Texas"	tx	148000
48041	"Brazos County, Texas"	tx	151400
48043	"Brewster County, Texas"	tx	111000
48045	"Briscoe County, Texas"	tx	51600
48047	"Brooks County, Texas"	tx	47300
48049	"Brown County, Texas"	tx	87600
48051	"Burleson County, Texas"	tx	87800
48053	"Burnet County, Texas"	tx	152600
48055	"Caldwell County, Texas"	tx	104000
48057	"Calhoun County, Texas"	tx	98100
48059	"Callahan County, Texas"	tx	74300
48061	"Cameron County, Texas"	tx	78300
48063	"Camp County, Texas"	tx	103100
48065	"Carson County, Texas"	tx	87700
48067	"Cass County, Texas"	tx	77400
48069	"Castro County, Texas"	tx	68500
48071	"Chambers County, Texas"	tx	144900
48073	"Cherokee County, Texas"	tx	76300
48075	"Childress County, Texas"	tx	62700
48077	"Clay County, Texas"	tx	81600
48079	"Cochran County, Texas"	tx	35500
48081	"Coke County, Texas"	tx	70400
48083	"Coleman County, Texas"	tx	60900
48085	"Collin County, Texas"	tx	206100
48087	"Collingsworth County, Texas"	tx	66400
48089	"Colorado County, Texas"	tx	109600
48091	"Comal County, Texas"	tx	205000
48093	"Comanche County, Texas"	tx	73700
48095	"Concho County, Texas"	tx	76100
48097	"Cooke County, Texas"	tx	117100
48099	"Coryell County, Texas"	tx	97400
48101	"Cottle County, Texas"	tx	41400
48103	"Crane County, Texas"	tx	66800
48105	"Crockett County, Texas"	tx	56200
48107	"Crosby County, Texas"	tx	55400
48109	"Culberson County, Texas"	tx	46600
48111	"Dallam County, Texas"	tx	70700
48113	"Dallas County, Texas"	tx	128300
48115	"Dawson County, Texas"	tx	55700
48117	"Deaf Smith County, Texas"	tx	80200
48119	"Delta County, Texas"	tx	71600
48121	"Denton County, Texas"	tx	184100
48123	"DeWitt County, Texas"	tx	80700
48125	"Dickens County, Texas"	tx	48400
48127	"Dimmit County, Texas"	tx	49900
48129	"Donley County, Texas"	tx	61100
48131	"Duval County, Texas"	tx	52700
48133	"Eastland County, Texas"	tx	61200
48135	"Ector County, Texas"	tx	91200
48137	"Edwards County, Texas"	tx	70500
48139	"Ellis County, Texas"	tx	137500
48141	"El Paso County, Texas"	tx	111800
48143	"Erath County, Texas"	tx	111100
48145	"Falls County, Texas"	tx	60800
48147	"Fannin County, Texas"	tx	92600
48149	"Fayette County, Texas"	tx	130300
48151	"Fisher County, Texas"	tx	62200
48153	"Floyd County, Texas"	tx	61200
48155	"Foard County, Texas"	tx	37500
48157	"Fort Bend County, Texas"	tx	183600
48159	"Franklin County, Texas"	tx	92800
48161	"Freestone County, Texas"	tx	76900
48163	"Frio County, Texas"	tx	62900
48165	"Gaines County, Texas"	tx	93000
48167	"Galveston County, Texas"	tx	148600
48169	"Garza County, Texas"	tx	72000
48171	"Gillespie County, Texas"	tx	216600
48173	"Glasscock County, Texas"	tx	119100
48175	"Goliad County, Texas"	tx	111600
48177	"Gonzales County, Texas"	tx	77500
48179	"Gray County, Texas"	tx	68000
48181	"Grayson County, Texas"	tx	104500
48183	"Gregg County, Texas"	tx	121300
48185	"Grimes County, Texas"	tx	92900
48187	"Guadalupe County, Texas"	tx	156000
48189	"Hale County, Texas"	tx	70800
48191	"Hall County, Texas"	tx	42700
48193	"Hamilton County, Texas"	tx	91500
48195	"Hansford County, Texas"	tx	72900
48197	"Hardeman County, Texas"	tx	46800
48199	"Hardin County, Texas"	tx	100400
48201	"Harris County, Texas"	tx	131400
48203	"Harrison County, Texas"	tx	108700
48205	"Hartley County, Texas"	tx	143700
48207	"Haskell County, Texas"	tx	45200
48209	"Hays County, Texas"	tx	175600
48211	"Hemphill County, Texas"	tx	97800
48213	"Henderson County, Texas"	tx	87800
48215	"Hidalgo County, Texas"	tx	78100
48217	"Hill County, Texas"	tx	83400
48219	"Hockley County, Texas"	tx	79300
48221	"Hood County, Texas"	tx	150900
48223	"Hopkins County, Texas"	tx	94000
48225	"Houston County, Texas"	tx	74300
48227	"Howard County, Texas"	tx	65900
48229	"Hudspeth County, Texas"	tx	41400
48231	"Hunt County, Texas"	tx	93500
48233	"Hutchinson County, Texas"	tx	63300
48235	"Irion County, Texas"	tx	76100
48237	"Jack County, Texas"	tx	76700
48239	"Jackson County, Texas"	tx	84400
48241	"Jasper County, Texas"	tx	82200
48243	"Jeff Davis County, Texas"	tx	104300
48245	"Jefferson County, Texas"	tx	96200
48247	"Jim Hogg County, Texas"	tx	50700
48249	"Jim Wells County, Texas"	tx	69000
48251	"Johnson County, Texas"	tx	113900
48253	"Jones County, Texas"	tx	61500
48255	"Karnes County, Texas"	tx	75000
48257	"Kaufman County, Texas"	tx	129500
48259	"Kendall County, Texas"	tx	274400
48261	"Kenedy County, Texas"	tx	56200
48263	"Kent County, Texas"	tx	64300
48265	"Kerr County, Texas"	tx	150700
48267	"Kimble County, Texas"	tx	85100
48269	"King County, Texas"	tx	91000
48271	"Kinney County, Texas"	tx	65800
48273	"Kleberg County, Texas"	tx	74500
48275	"Knox County, Texas"	tx	40900
48277	"Lamar County, Texas"	tx	85300
48279	"Lamb County, Texas"	tx	56900
48281	"Lampasas County, Texas"	tx	129100
48283	"La Salle County, Texas"	tx	48200
48285	"Lavaca County, Texas"	tx	92800
48287	"Lee County, Texas"	tx	118400
48289	"Leon County, Texas"	tx	90300
48291	"Liberty County, Texas"	tx	84400
48293	"Limestone County, Texas"	tx	83200
48295	"Lipscomb County, Texas"	tx	89400
48297	"Live Oak County, Texas"	tx	85500
48299	"Llano County, Texas"	tx	159000
48301	"Loving County, Texas"	tx	86000
48303	"Lubbock County, Texas"	tx	108700
48305	"Lynn County, Texas"	tx	70200
48307	"McCulloch County, Texas"	tx	69300
48309	"McLennan County, Texas"	tx	108300
48311	"McMullen County, Texas"	tx	63200
48313	"Madison County, Texas"	tx	94200
48315	"Marion County, Texas"	tx	72900
48317	"Martin County, Texas"	tx	72200
48319	"Mason County, Texas"	tx	170100
48321	"Matagorda County, Texas"	tx	92000
48323	"Maverick County, Texas"	tx	86300
48325	"Medina County, Texas"	tx	112900
48327	"Menard County, Texas"	tx	56400
48329	"Midland County, Texas"	tx	148600
48331	"Milam County, Texas"	tx	78400
48333	"Mills County, Texas"	tx	104100
48335	"Mitchell County, Texas"	tx	45800
48337	"Montague County, Texas"	tx	86000
48339	"Montgomery County, Texas"	tx	166200
48341	"Moore County, Texas"	tx	85600
48343	"Morris County, Texas"	tx	69900
48345	"Motley County, Texas"	tx	59800
48347	"Nacogdoches County, Texas"	tx	101700
48349	"Navarro County, Texas"	tx	79500
48351	"Newton County, Texas"	tx	77500
48353	"Nolan County, Texas"	tx	52200
48355	"Nueces County, Texas"	tx	110300
48357	"Ochiltree County, Texas"	tx	80100
48359	"Oldham County, Texas"	tx	83700
48361	"Orange County, Texas"	tx	91900
48363	"Palo Pinto County, Texas"	tx	85200
48365	"Panola County, Texas"	tx	83900
48367	"Parker County, Texas"	tx	152900
48369	"Parmer County, Texas"	tx	86400
48371	"Pecos County, Texas"	tx	64300
48373	"Polk County, Texas"	tx	78600
48375	"Potter County, Texas"	tx	85900
48377	"Presidio County, Texas"	tx	48500
48379	"Rains County, Texas"	tx	96300
48381	"Randall County, Texas"	tx	141900
48383	"Reagan County, Texas"	tx	66200
48385	"Real County, Texas"	tx	102200
48387	"Red River County, Texas"	tx	69200
48389	"Reeves County, Texas"	tx	40100
48391	"Refugio County, Texas"	tx	66300
48393	"Roberts County, Texas"	tx	104600
48395	"Robertson County, Texas"	tx	77400
48397	"Rockwall County, Texas"	tx	187800
48399	"Runnels County, Texas"	tx	59100
48401	"Rusk County, Texas"	tx	93000
48403	"Sabine County, Texas"	tx	69300
48405	"San Augustine County, Texas"	tx	68100
48407	"San Jacinto County, Texas"	tx	88200
48409	"San Patricio County, Texas"	tx	89800
48411	"San Saba County, Texas"	tx	71300
48413	"Schleicher County, Texas"	tx	86400
48415	"Scurry County, Texas"	tx	87200
48417	"Shackelford County, Texas"	tx	66200
48419	"Shelby County, Texas"	tx	72000
48421	"Sherman County, Texas"	tx	81900
48423	"Smith County, Texas"	tx	120800
48425	"Somervell County, Texas"	tx	139900
48427	"Starr County, Texas"	tx	62900
48429	"Stephens County, Texas"	tx	72400
48431	"Sterling County, Texas"	tx	71900
48433	"Stonewall County, Texas"	tx	49900
48435	"Sutton County, Texas"	tx	80700
48437	"Swisher County, Texas"	tx	62600
48439	"Tarrant County, Texas"	tx	136400
48441	"Taylor County, Texas"	tx	95800
48443	"Terrell County, Texas"	tx	57000
48445	"Terry County, Texas"	tx	64900
48447	"Throckmorton County, Texas"	tx	57500
48449	"Titus County, Texas"	tx	91600
48451	"Tom Green County, Texas"	tx	99000
48453	"Travis County, Texas"	tx	219200
48455	"Trinity County, Texas"	tx	80100
48457	"Tyler County, Texas"	tx	75100
48459	"Upshur County, Texas"	tx	89400
48461	"Upton County, Texas"	tx	48500
48463	"Uvalde County, Texas"	tx	68600
48465	"Val Verde County, Texas"	tx	91900
48467	"Van Zandt County, Texas"	tx	96900
48469	"Victoria County, Texas"	tx	110200
48471	"Walker County, Texas"	tx	109900
48473	"Waller County, Texas"	tx	133400
48475	"Ward County, Texas"	tx	57300
48477	"Washington County, Texas"	tx	147800
48479	"Webb County, Texas"	tx	108800
48481	"Wharton County, Texas"	tx	95600
48483	"Wheeler County, Texas"	tx	76600
48485	"Wichita County, Texas"	tx	89800
48487	"Wilbarger County, Texas"	tx	62000
48489	"Willacy County, Texas"	tx	48800
48491	"Williamson County, Texas"	tx	178900
48493	"Wilson County, Texas"	tx	143500
48495	"Winkler County, Texas"	tx	45100
48497	"Wise County, Texas"	tx	121900
48499	"Wood County, Texas"	tx	99900
48501	"Yoakum County, Texas"	tx	71100
48503	"Young County, Texas"	tx	84300
48505	"Zapata County, Texas"	tx	55700
48507	"Zavala County, Texas"	tx	39900
49001	"Beaver County, Utah"	ut	144800
49003	"Box Elder County, Utah"	ut	166100
49005	"Cache County, Utah"	ut	189100
49007	"Carbon County, Utah"	ut	122700
49009	"Daggett County, Utah"	ut	162500
49011	"Davis County, Utah"	ut	222600
49013	"Duchesne County, Utah"	ut	168000
49015	"Emery County, Utah"	ut	122500
49017	"Garfield County, Utah"	ut	154300
49019	"Grand County, Utah"	ut	218800
49021	"Iron County, Utah"	ut	168300
49023	"Juab County, Utah"	ut	162600
49025	"Kane County, Utah"	ut	162300
49027	"Millard County, Utah"	ut	132800
49029	"Morgan County, Utah"	ut	264400
49031	"Piute County, Utah"	ut	152800
49033	"Rich County, Utah"	ut	156600
49035	"Salt Lake County, Utah"	ut	232100
49037	"San Juan County, Utah"	ut	127400
49039	"Sanpete County, Utah"	ut	164100
49041	"Sevier County, Utah"	ut	151400
49043	"Summit County, Utah"	ut	485700
49045	"Tooele County, Utah"	ut	177500
49047	"Uintah County, Utah"	ut	187900
49049	"Utah County, Utah"	ut	222100
49051	"Wasatch County, Utah"	ut	307600
49053	"Washington County, Utah"	ut	212900
49055	"Wayne County, Utah"	ut	173500
49057	"Weber County, Utah"	ut	170000
50001	"Addison County, Vermont"	vt	234500
50003	"Bennington County, Vermont"	vt	214800
50005	"Caledonia County, Vermont"	vt	164300
50007	"Chittenden County, Vermont"	vt	267500
50009	"Essex County, Vermont"	vt	122200
50011	"Franklin County, Vermont"	vt	204400
50013	"Grand Isle County, Vermont"	vt	254300
50015	"Lamoille County, Vermont"	vt	218800
50017	"Orange County, Vermont"	vt	183900
50019	"Orleans County, Vermont"	vt	156300
50021	"Rutland County, Vermont"	vt	176800
50023	"Washington County, Vermont"	vt	205000
50025	"Windham County, Vermont"	vt	206800
50027	"Windsor County, Vermont"	vt	216300
51001	"Accomack County, Virginia"	va	153600
51003	"Albemarle County, Virginia"	va	319200
51005	"Alleghany County, Virginia"	va	114600
51007	"Amelia County, Virginia"	va	180700
51009	"Amherst County, Virginia"	va	148700
51011	"Appomattox County, Virginia"	va	145400
51013	"Arlington County, Virginia"	va	584600
51015	"Augusta County, Virginia"	va	194600
51017	"Bath County, Virginia"	va	152600
51019	"Bedford County, Virginia"	va	195400
51021	"Bland County, Virginia"	va	95200
51023	"Botetourt County, Virginia"	va	213100
51025	"Brunswick County, Virginia"	va	105600
51027	"Buchanan County, Virginia"	va	68200
51029	"Buckingham County, Virginia"	va	128800
51031	"Campbell County, Virginia"	va	150300
51033	"Caroline County, Virginia"	va	188400
51035	"Carroll County, Virginia"	va	102900
51036	"Charles City County, Virginia"	va	147500
51037	"Charlotte County, Virginia"	va	98900
51041	"Chesterfield County, Virginia"	va	226500
51043	"Clarke County, Virginia"	va	342500
51045	"Craig County, Virginia"	va	136500
51047	"Culpeper County, Virginia"	va	250600
51049	"Cumberland County, Virginia"	va	142400
51051	"Dickenson County, Virginia"	va	75700
51053	"Dinwiddie County, Virginia"	va	165300
51057	"Essex County, Virginia"	va	160800
51059	"Fairfax County, Virginia"	va	476600
51061	"Fauquier County, Virginia"	va	350600
51063	"Floyd County, Virginia"	va	144700
51065	"Fluvanna County, Virginia"	va	225700
51067	"Franklin County, Virginia"	va	163700
51069	"Frederick County, Virginia"	va	226900
51071	"Giles County, Virginia"	va	105300
51073	"Gloucester County, Virginia"	va	228700
51075	"Goochland County, Virginia"	va	338500
51077	"Grayson County, Virginia"	va	97900
51079	"Greene County, Virginia"	va	237500
51081	"Greensville County, Virginia"	va	99600
51083	"Halifax County, Virginia"	va	106600
51085	"Hanover County, Virginia"	va	262000
51087	"Henrico County, Virginia"	va	219900
51089	"Henry County, Virginia"	va	94600
51091	"Highland County, Virginia"	va	171700
51093	"Isle of Wight County, Virginia"	va	249600
51095	"James City County, Virginia"	va	327100
51097	"King and Queen County, Virginia"	va	154200
51099	"King George County, Virginia"	va	278900
51101	"King William County, Virginia"	va	199700
51103	"Lancaster County, Virginia"	va	233400
51105	"Lee County, Virginia"	va	74300
51107	"Loudoun County, Virginia"	va	437700
51109	"Louisa County, Virginia"	va	197700
51111	"Lunenburg County, Virginia"	va	100400
51113	"Madison County, Virginia"	va	240900
51115	"Mathews County, Virginia"	va	238500
51117	"Mecklenburg County, Virginia"	va	120900
51119	"Middlesex County, Virginia"	va	247100
51121	"Montgomery County, Virginia"	va	200200
51125	"Nelson County, Virginia"	va	192900
51127	"New Kent County, Virginia"	va	253700
51131	"Northampton County, Virginia"	va	168800
51133	"Northumberland County, Virginia"	va	239000
51135	"Nottoway County, Virginia"	va	137600
51137	"Orange County, Virginia"	va	230500
51139	"Page County, Virginia"	va	180200
51141	"Patrick County, Virginia"	va	110500
51143	"Pittsylvania County, Virginia"	va	109600
51145	"Powhatan County, Virginia"	va	269700
51147	"Prince Edward County, Virginia"	va	153400
51149	"Prince George County, Virginia"	va	199600
51153	"Prince William County, Virginia"	va	321400
51155	"Pulaski County, Virginia"	va	133900
51157	"Rappahannock County, Virginia"	va	394800
51159	"Richmond County, Virginia"	va	155700
51161	"Roanoke County, Virginia"	va	193700
51163	"Rockbridge County, Virginia"	va	179500
51165	"Rockingham County, Virginia"	va	195300
51167	"Russell County, Virginia"	va	91100
51169	"Scott County, Virginia"	va	91000
51171	"Shenandoah County, Virginia"	va	205300
51173	"Smyth County, Virginia"	va	91200
51175	"Southampton County, Virginia"	va	150000
51177	"Spotsylvania County, Virginia"	va	249100
51179	"Stafford County, Virginia"	va	299300
51181	"Surry County, Virginia"	va	161600
51183	"Sussex County, Virginia"	va	118000
51185	"Tazewell County, Virginia"	va	88000
51187	"Warren County, Virginia"	va	219000
51191	"Washington County, Virginia"	va	131500
51193	"Westmoreland County, Virginia"	va	180900
51195	"Wise County, Virginia"	va	83900
51197	"Wythe County, Virginia"	va	112100
51199	"York County, Virginia"	va	316800
51510	"Alexandria city, Virginia"	va	476700
51515	"Bedford city, Virginia"	va	146400
51520	"Bristol city, Virginia"	va	110800
51530	"Buena Vista city, Virginia"	va	118900
51540	"Charlottesville city, Virginia"	va	293000
51550	"Chesapeake city, Virginia"	va	261600
51570	"Colonial Heights city, Virginia"	va	181300
51580	"Covington city, Virginia"	va	66900
51590	"Danville city, Virginia"	va	87800
51595	"Emporia city, Virginia"	va	104000
51600	"Fairfax city, Virginia"	va	456700
51610	"Falls Church city, Virginia"	va	660900
51620	"Franklin city, Virginia"	va	186700
51630	"Fredericksburg city, Virginia"	va	314300
51640	"Galax city, Virginia"	va	112900
51650	"Hampton city, Virginia"	va	195400
51660	"Harrisonburg city, Virginia"	va	208100
51670	"Hopewell city, Virginia"	va	139400
51678	"Lexington city, Virginia"	va	262700
51680	"Lynchburg city, Virginia"	va	145800
51683	"Manassas city, Virginia"	va	245000
51685	"Manassas Park city, Virginia"	va	213300
51690	"Martinsville city, Virginia"	va	86800
51700	"Newport News city, Virginia"	va	200100
51710	"Norfolk city, Virginia"	va	202800
51720	"Norton city, Virginia"	va	88000
51730	"Petersburg city, Virginia"	va	122500
51735	"Poquoson city, Virginia"	va	302400
51740	"Portsmouth city, Virginia"	va	175600
51750	"Radford city, Virginia"	va	144000
51760	"Richmond city, Virginia"	va	196400
51770	"Roanoke city, Virginia"	va	134700
51775	"Salem city, Virginia"	va	170300
51790	"Staunton city, Virginia"	va	169400
51800	"Suffolk city, Virginia"	va	242000
51810	"Virginia Beach city, Virginia"	va	267600
51820	"Waynesboro city, Virginia"	va	165600
51830	"Williamsburg city, Virginia"	va	311800
51840	"Winchester city, Virginia"	va	224100
53001	"Adams County, Washington"	wa	133600
53003	"Asotin County, Washington"	wa	173600
53005	"Benton County, Washington"	wa	176700
53007	"Chelan County, Washington"	wa	254500
53009	"Clallam County, Washington"	wa	222200
53011	"Clark County, Washington"	wa	232500
53013	"Columbia County, Washington"	wa	147900
53015	"Cowlitz County, Washington"	wa	181500
53017	"Douglas County, Washington"	wa	205100
53019	"Ferry County, Washington"	wa	156300
53021	"Franklin County, Washington"	wa	161600
53023	"Garfield County, Washington"	wa	139500
53025	"Grant County, Washington"	wa	154700
53027	"Grays Harbor County, Washington"	wa	157600
53029	"Island County, Washington"	wa	292100
53031	"Jefferson County, Washington"	wa	284100
53033	"King County, Washington"	wa	377300
53035	"Kitsap County, Washington"	wa	268200
53037	"Kittitas County, Washington"	wa	244700
53039	"Klickitat County, Washington"	wa	194700
53041	"Lewis County, Washington"	wa	180200
53043	"Lincoln County, Washington"	wa	155700
53045	"Mason County, Washington"	wa	210200
53047	"Okanogan County, Washington"	wa	160800
53049	"Pacific County, Washington"	wa	162000
53051	"Pend Oreille County, Washington"	wa	186400
53053	"Pierce County, Washington"	wa	240400
53055	"San Juan County, Washington"	wa	472900
53057	"Skagit County, Washington"	wa	261400
53059	"Skamania County, Washington"	wa	248200
53061	"Snohomish County, Washington"	wa	292500
53063	"Spokane County, Washington"	wa	184700
53065	"Stevens County, Washington"	wa	173500
53067	"Thurston County, Washington"	wa	244900
53069	"Wahkiakum County, Washington"	wa	195600
53071	"Walla Walla County, Washington"	wa	195200
53073	"Whatcom County, Washington"	wa	277000
53075	"Whitman County, Washington"	wa	182300
53077	"Yakima County, Washington"	wa	156300
54001	"Barbour County, West Virginia"	wv	87900
54003	"Berkeley County, West Virginia"	wv	165000
54005	"Boone County, West Virginia"	wv	77600
54007	"Braxton County, West Virginia"	wv	80400
54009	"Brooke County, West Virginia"	wv	82300
54011	"Cabell County, West Virginia"	wv	105400
54013	"Calhoun County, West Virginia"	wv	75900
54015	"Clay County, West Virginia"	wv	84500
54017	"Doddridge County, West Virginia"	wv	80700
54019	"Fayette County, West Virginia"	wv	72000
54021	"Gilmer County, West Virginia"	wv	72500
54023	"Grant County, West Virginia"	wv	112900
54025	"Greenbrier County, West Virginia"	wv	96700
54027	"Hampshire County, West Virginia"	wv	123800
54029	"Hancock County, West Virginia"	wv	84700
54031	"Hardy County, West Virginia"	wv	123100
54033	"Harrison County, West Virginia"	wv	94600
54035	"Jackson County, West Virginia"	wv	101800
54037	"Jefferson County, West Virginia"	wv	214400
54039	"Kanawha County, West Virginia"	wv	101600
54041	"Lewis County, West Virginia"	wv	91400
54043	"Lincoln County, West Virginia"	wv	76700
54045	"Logan County, West Virginia"	wv	77600
54047	"McDowell County, West Virginia"	wv	35000
54049	"Marion County, West Virginia"	wv	91500
54051	"Marshall County, West Virginia"	wv	86000
54053	"Mason County, West Virginia"	wv	83900
54055	"Mercer County, West Virginia"	wv	79400
54057	"Mineral County, West Virginia"	wv	114800
54059	"Mingo County, West Virginia"	wv	69000
54061	"Monongalia County, West Virginia"	wv	161800
54063	"Monroe County, West Virginia"	wv	102200
54065	"Morgan County, West Virginia"	wv	161200
54067	"Nicholas County, West Virginia"	wv	75500
54069	"Ohio County, West Virginia"	wv	98700
54071	"Pendleton County, West Virginia"	wv	90600
54073	"Pleasants County, West Virginia"	wv	97300
54075	"Pocahontas County, West Virginia"	wv	104500
54077	"Preston County, West Virginia"	wv	106300
54079	"Putnam County, West Virginia"	wv	142900
54081	"Raleigh County, West Virginia"	wv	93900
54083	"Randolph County, West Virginia"	wv	99000
54085	"Ritchie County, West Virginia"	wv	73400
54087	"Roane County, West Virginia"	wv	81900
54089	"Summers County, West Virginia"	wv	79600
54091	"Taylor County, West Virginia"	wv	89900
54093	"Tucker County, West Virginia"	wv	105000
54095	"Tyler County, West Virginia"	wv	78700
54097	"Upshur County, West Virginia"	wv	100500
54099	"Wayne County, West Virginia"	wv	79500
54101	"Webster County, West Virginia"	wv	64100
54103	"Wetzel County, West Virginia"	wv	79000
54105	"Wirt County, West Virginia"	wv	73100
54107	"Wood County, West Virginia"	wv	106400
54109	"Wyoming County, West Virginia"	wv	57500
55001	"Adams County, Wisconsin"	wi	135600
55003	"Ashland County, Wisconsin"	wi	107400
55005	"Barron County, Wisconsin"	wi	134900
55007	"Bayfield County, Wisconsin"	wi	158600
55009	"Brown County, Wisconsin"	wi	158700
55011	"Buffalo County, Wisconsin"	wi	140900
55013	"Burnett County, Wisconsin"	wi	147600
55015	"Calumet County, Wisconsin"	wi	164300
55017	"Chippewa County, Wisconsin"	wi	147700
55019	"Clark County, Wisconsin"	wi	111700
55021	"Columbia County, Wisconsin"	wi	175000
55023	"Crawford County, Wisconsin"	wi	121100
55025	"Dane County, Wisconsin"	wi	228800
55027	"Dodge County, Wisconsin"	wi	154000
55029	"Door County, Wisconsin"	wi	192200
55031	"Douglas County, Wisconsin"	wi	130600
55033	"Dunn County, Wisconsin"	wi	156200
55035	"Eau Claire County, Wisconsin"	wi	150000
55037	"Florence County, Wisconsin"	wi	131100
55039	"Fond du Lac County, Wisconsin"	wi	145800
55041	"Forest County, Wisconsin"	wi	122400
55043	"Grant County, Wisconsin"	wi	124800
55045	"Green County, Wisconsin"	wi	158300
55047	"Green Lake County, Wisconsin"	wi	140500
55049	"Iowa County, Wisconsin"	wi	160500
55051	"Iron County, Wisconsin"	wi	108300
55053	"Jackson County, Wisconsin"	wi	124000
55055	"Jefferson County, Wisconsin"	wi	176900
55057	"Juneau County, Wisconsin"	wi	116000
55059	"Kenosha County, Wisconsin"	wi	169600
55061	"Kewaunee County, Wisconsin"	wi	149000
55063	"La Crosse County, Wisconsin"	wi	154700
55065	"Lafayette County, Wisconsin"	wi	121800
55067	"Langlade County, Wisconsin"	wi	108000
55069	"Lincoln County, Wisconsin"	wi	129100
55071	"Manitowoc County, Wisconsin"	wi	125200
55073	"Marathon County, Wisconsin"	wi	142300
55075	"Marinette County, Wisconsin"	wi	108200
55077	"Marquette County, Wisconsin"	wi	142000
55078	"Menominee County, Wisconsin"	wi	88500
55079	"Milwaukee County, Wisconsin"	wi	158400
55081	"Monroe County, Wisconsin"	wi	135300
55083	"Oconto County, Wisconsin"	wi	147700
55085	"Oneida County, Wisconsin"	wi	165200
55087	"Outagamie County, Wisconsin"	wi	155700
55089	"Ozaukee County, Wisconsin"	wi	250200
55091	"Pepin County, Wisconsin"	wi	134800
55093	"Pierce County, Wisconsin"	wi	191300
55095	"Polk County, Wisconsin"	wi	159100
55097	"Portage County, Wisconsin"	wi	145600
55099	"Price County, Wisconsin"	wi	114100
55101	"Racine County, Wisconsin"	wi	170100
55103	"Richland County, Wisconsin"	wi	124000
55105	"Rock County, Wisconsin"	wi	133000
55107	"Rusk County, Wisconsin"	wi	106800
55109	"St. Croix County, Wisconsin"	wi	206900
55111	"Sauk County, Wisconsin"	wi	168800
55113	"Sawyer County, Wisconsin"	wi	162500
55115	"Shawano County, Wisconsin"	wi	129900
55117	"Sheboygan County, Wisconsin"	wi	152300
55119	"Taylor County, Wisconsin"	wi	126100
55121	"Trempealeau County, Wisconsin"	wi	135200
55123	"Vernon County, Wisconsin"	wi	138200
55125	"Vilas County, Wisconsin"	wi	186000
55127	"Walworth County, Wisconsin"	wi	194900
55129	"Washburn County, Wisconsin"	wi	146000
55131	"Washington County, Wisconsin"	wi	222900
55133	"Waukesha County, Wisconsin"	wi	253800
55135	"Waupaca County, Wisconsin"	wi	136300
55137	"Waushara County, Wisconsin"	wi	136800
55139	"Winnebago County, Wisconsin"	wi	141300
55141	"Wood County, Wisconsin"	wi	119300
56001	"Albany County, Wyoming"	wy	201500
56003	"Big Horn County, Wyoming"	wy	131000
56005	"Campbell County, Wyoming"	wy	201900
56007	"Carbon County, Wyoming"	wy	143500
56009	"Converse County, Wyoming"	wy	180900
56011	"Crook County, Wyoming"	wy	172200
56013	"Fremont County, Wyoming"	wy	181000
56015	"Goshen County, Wyoming"	wy	139700
56017	"Hot Springs County, Wyoming"	wy	143900
56019	"Johnson County, Wyoming"	wy	228800
56021	"Laramie County, Wyoming"	wy	181700
56023	"Lincoln County, Wyoming"	wy	190900
56025	"Natrona County, Wyoming"	wy	178300
56027	"Niobrara County, Wyoming"	wy	147700
56029	"Park County, Wyoming"	wy	212100
56031	"Platte County, Wyoming"	wy	147100
56033	"Sheridan County, Wyoming"	wy	220400
56035	"Sublette County, Wyoming"	wy	282800
56037	"Sweetwater County, Wyoming"	wy	177300
56039	"Teton County, Wyoming"	wy	660100
56041	"Uinta County, Wyoming"	wy	181700
56043	"Washakie County, Wyoming"	wy	162600
56045	"Weston County, Wyoming"	wy	136000
72001	"Adjuntas Municipio, Puerto Rico"	pr	104600
72003	"Aguada Municipio, Puerto Rico"	pr	90300
72005	"Aguadilla Municipio, Puerto Rico"	pr	119700
72007	"Aguas Buenas Municipio, Puerto Rico"	pr	96400
